bc.no,inter,species,cicon,compound,subclass,mol.wt,hydrolysis,timecourse,timepoint,time.unit,baseline.conc,base.error,conc,point.error,error.measure,source.graphno,metab.graphno,metab.measure
2134,362,human,10500103,(+)-Catechin,Flavanols,290,?-glucuronidase and sulfatase,TRUE,8,minutes,0,NA,17,NA,SEM,NA,NA,nmol/L
2135,367,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,TRUE,2,hours,0,0,1.4,3.8,SD,NA,36801,ng/mL
2135,367,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,TRUE,4,hours,0,NA,23.9,37.3,SD,NA,36801,ng/mL
2135,367,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,TRUE,5,hours,0,NA,33,31.6,SD,NA,36801,ng/mL
2135,367,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,TRUE,8,hours,0,NA,8.4,11.2,SD,NA,36801,ng/mL
2135,367,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,TRUE,24,hours,0,NA,0,NA,NA,NA,NA,ng/mL
2137,367,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,TRUE,2,hours,0,0,1.2,3.1,SD,NA,36801,ng/mL
2137,367,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,TRUE,4,hours,0,NA,10.4,1406,SD,NA,36801,ng/mL
2137,367,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,TRUE,5,hours,0,NA,13.4,6.8,SD,NA,36801,ng/mL
2137,367,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,TRUE,8,hours,0,NA,1.7,2.6,SD,NA,36801,ng/mL
2137,367,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,TRUE,24,hours,0,NA,0,NA,SD,NA,36801,ng/mL
2136,368,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,TRUE,2,hours,0,0,4.4,7.6,SD,NA,36802,ng/mL
2136,368,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,TRUE,1,hours,0,NA,36,38.6,SD,NA,36802,ng/mL
2136,368,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,TRUE,2,hours,0,NA,55.7,37.6,SD,NA,36802,ng/mL
2136,368,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,TRUE,8,hours,0,NA,24.7,40.7,SD,NA,36802,ng/mL
2136,368,human,10600303,Hesperetin,Flavanones,302,?-glucuronidase and sulfatase,TRUE,24,hours,0,NA,0,NA,SD,NA,36802,ng/mL
2138,368,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,TRUE,2,hours,0,0,1.2,2,SD,NA,36802,ng/mL
2138,368,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,TRUE,4,hours,0,NA,16.8,17,SD,NA,36802,ng/mL
2138,368,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,TRUE,5,hours,0,NA,34,20.6,SD,NA,36802,ng/mL
2138,368,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,TRUE,8,hours,0,NA,2.2,2.9,SD,NA,36802,ng/mL
2138,368,human,10600103,Naringenin,Flavanones,272,?-glucuronidase and sulfatase,TRUE,24,hours,0,NA,0,NA,SD,NA,36802,ng/mL
2139,369,human,10503403,Procyanidin dimer B2,Flavanols,578,?-glucuronidase and sulfatase,TRUE,0.5,hours,0,NA,16,5,SEM,NA,36901,nmol/L
2139,369,human,10503403,Procyanidin dimer B2,Flavanols,578,?-glucuronidase and sulfatase,TRUE,2,hours,0,NA,41,4,SEM,NA,36901,nmol/L
2139,369,human,10503403,Procyanidin dimer B2,Flavanols,578,?-glucuronidase and sulfatase,TRUE,6,hours,0,NA,15,2,SEM,NA,36901,nmol/L
2140,369,human,10500203,(-)-Epicatechin,Flavanols,290,?-glucuronidase and sulfatase,TRUE,0.5,hours,0.08,0.46,2.61,0.46,SEM,NA,36901,nmol/L
2140,369,human,10500203,(-)-Epicatechin,Flavanols,290,?-glucuronidase and sulfatase,TRUE,2,hours,0.08,0.46,5.92,0.6,SEM,NA,36901,nmol/L
2140,369,human,10500203,(-)-Epicatechin,Flavanols,290,?-glucuronidase and sulfatase,TRUE,6,hours,0.08,0.46,1.05,0.01,SEM,NA,36901,nmol/L
2141,369,human,10500103,(+)-Catechin,Flavanols,290,?-glucuronidase and sulfatase,TRUE,0.5,hours,0,NA,0.13,0.03,SEM,NA,36901,nmol/L
2141,369,human,10500103,(+)-Catechin,Flavanols,290,?-glucuronidase and sulfatase,TRUE,2,hours,0,NA,0.16,0.03,SEM,NA,36901,nmol/L
2141,369,human,10500103,(+)-Catechin,Flavanols,290,?-glucuronidase and sulfatase,TRUE,6,hours,0,NA,0.02,0.002,SEM,NA,36901,nmol/L
2161,373,human,10103103,Delphinidin 3-O-glucoside,Anthocyanins,465,None,TRUE,1,hours,0,NA,6.1,NA,NA,NA,37302,nmol/L
2161,373,human,10103103,Delphinidin 3-O-glucoside,Anthocyanins,465,None,TRUE,2,hours,0,NA,1.1,NA,NA,NA,37302,nmol/L
2161,373,human,10103103,Delphinidin 3-O-glucoside,Anthocyanins,465,None,TRUE,4,hours,0,NA,0,NA,NA,NA,37302,nmol/L
2161,373,human,10103103,Delphinidin 3-O-glucoside,Anthocyanins,465,None,TRUE,6,hours,0,NA,0,NA,NA,NA,37302,nmol/L
2163,373,human,10105203,Delphinidin 3-O-rutinoside,Anthocyanins,611,None,TRUE,1,hours,0,NA,51.3,NA,NA,NA,37302,nmol/L
2163,373,human,10105203,Delphinidin 3-O-rutinoside,Anthocyanins,611,None,TRUE,2,hours,0,NA,29.3,NA,NA,NA,37302,nmol/L
2163,373,human,10105203,Delphinidin 3-O-rutinoside,Anthocyanins,611,None,TRUE,4,hours,0,NA,10.1,NA,NA,NA,37302,nmol/L
2163,373,human,10105203,Delphinidin 3-O-rutinoside,Anthocyanins,611,None,TRUE,6,hours,0,NA,1.4,NA,NA,NA,37302,nmol/L
2165,373,human,10100903,Cyanidin 3-O-glucoside,Anthocyanins,449,None,TRUE,1,hours,0,NA,3.5,NA,NA,NA,37302,nmol/L
2165,373,human,10100903,Cyanidin 3-O-glucoside,Anthocyanins,449,None,TRUE,2,hours,0,NA,0.6,NA,NA,NA,37302,nmol/L
2165,373,human,10100903,Cyanidin 3-O-glucoside,Anthocyanins,449,None,TRUE,4,hours,0,NA,0,NA,NA,NA,37302,nmol/L
2165,373,human,10100903,Cyanidin 3-O-glucoside,Anthocyanins,449,None,TRUE,6,hours,0,NA,0,NA,NA,NA,37302,nmol/L
2167,373,human,10101003,Cyanidin 3-O-rutinoside,Anthocyanins,595,None,TRUE,1,hours,0,NA,24.4,NA,NA,NA,37302,nmol/L
2167,373,human,10101003,Cyanidin 3-O-rutinoside,Anthocyanins,595,None,TRUE,2,hours,0,NA,12.9,NA,NA,NA,37302,nmol/L
2167,373,human,10101003,Cyanidin 3-O-rutinoside,Anthocyanins,595,None,TRUE,4,hours,0,NA,3.6,NA,NA,NA,37302,nmol/L
2167,373,human,10101003,Cyanidin 3-O-rutinoside,Anthocyanins,595,None,TRUE,6,hours,0,NA,0,NA,NA,NA,37302,nmol/L
2169,373,human,30202203,Sinapic acid,Hydroxycinnamic acids,224,None,TRUE,1,hours,0,NA,9.8,NA,NA,NA,37302,nmol/L
2169,373,human,30202203,Sinapic acid,Hydroxycinnamic acids,224,None,TRUE,2,hours,0,NA,6.5,NA,NA,NA,37302,nmol/L
2169,373,human,30202203,Sinapic acid,Hydroxycinnamic acids,224,None,TRUE,4,hours,0,NA,0.5,NA,NA,NA,37302,nmol/L
2169,373,human,30202203,Sinapic acid,Hydroxycinnamic acids,224,None,TRUE,6,hours,0,NA,0,NA,NA,NA,37302,nmol/L
2171,373,human,30200103,p-Coumaric acid,Hydroxycinnamic acids,164,None,TRUE,1,hours,0,NA,37.2,NA,NA,NA,37302,nmol/L
2171,373,human,30200103,p-Coumaric acid,Hydroxycinnamic acids,164,None,TRUE,2,hours,0,NA,27.1,NA,NA,NA,37302,nmol/L
2171,373,human,30200103,p-Coumaric acid,Hydroxycinnamic acids,164,None,TRUE,4,hours,0,NA,9.5,NA,NA,NA,37302,nmol/L
2171,373,human,30200103,p-Coumaric acid,Hydroxycinnamic acids,164,None,TRUE,6,hours,0,NA,3.3,NA,NA,NA,37302,nmol/L
2173,373,human,30200803,Ferulic acid,Hydroxycinnamic acids,194,None,TRUE,1,hours,0,NA,122,NA,NA,NA,37302,nmol/L
2173,373,human,30200803,Ferulic acid,Hydroxycinnamic acids,194,None,TRUE,2,hours,0,NA,115,NA,NA,NA,37302,nmol/L
2173,373,human,30200803,Ferulic acid,Hydroxycinnamic acids,194,None,TRUE,4,hours,0,NA,52,NA,NA,NA,37302,nmol/L
2173,373,human,30200803,Ferulic acid,Hydroxycinnamic acids,194,None,TRUE,6,hours,0,NA,28.9,NA,NA,NA,37302,nmol/L
2175,373,human,30204303,Isoferulic acid,Hydroxycinnamic acids,194,None,TRUE,1,hours,0,NA,73.9,NA,NA,NA,37302,nmol/L
2175,373,human,30204303,Isoferulic acid,Hydroxycinnamic acids,194,None,TRUE,2,hours,0,NA,75.6,NA,NA,NA,37302,nmol/L
2175,373,human,30204303,Isoferulic acid,Hydroxycinnamic acids,194,None,TRUE,4,hours,0,NA,27.5,NA,NA,NA,37302,nmol/L
2175,373,human,30204303,Isoferulic acid,Hydroxycinnamic acids,194,None,TRUE,6,hours,0,NA,10.6,NA,NA,NA,37302,nmol/L
2177,373,human,30100403,Vanillic acid,Hydroxybenzoic acids,168,None,TRUE,1,hours,0,NA,126,NA,NA,NA,37302,nmol/L
2177,373,human,30100403,Vanillic acid,Hydroxybenzoic acids,168,None,TRUE,2,hours,0,NA,150,NA,NA,NA,37302,nmol/L
2177,373,human,30100403,Vanillic acid,Hydroxybenzoic acids,168,None,TRUE,4,hours,0,NA,62.7,NA,NA,NA,37302,nmol/L
2177,373,human,30100403,Vanillic acid,Hydroxybenzoic acids,168,None,TRUE,6,hours,0,NA,28,NA,NA,NA,37302,nmol/L
2179,373,human,30112903,Hippuric acid,Hydroxybenzoic acids,179,None,TRUE,1,hours,0.52,NA,12.6,NA,NA,NA,37302,µmol/L
2179,373,human,30112903,Hippuric acid,Hydroxybenzoic acids,179,None,TRUE,2,hours,0.52,NA,3.83,NA,NA,NA,37302,µmol/L
2179,373,human,30112903,Hippuric acid,Hydroxybenzoic acids,179,None,TRUE,4,hours,0.52,NA,1.96,NA,NA,NA,37302,µmol/L
2179,373,human,30112903,Hippuric acid,Hydroxybenzoic acids,179,None,TRUE,6,hours,0.52,NA,1.44,NA,NA,NA,37302,µmol/L
2184,373,human,10800203,Quercetin,Flavonols,302,None,TRUE,1,hours,0,NA,19,NA,NA,NA,37302,nmol/L
2184,373,human,10800203,Quercetin,Flavonols,302,None,TRUE,2,hours,0,NA,39,NA,NA,NA,37302,nmol/L
2184,373,human,10800203,Quercetin,Flavonols,302,None,TRUE,4,hours,0,NA,150,NA,NA,NA,37302,nmol/L
2184,373,human,10800203,Quercetin,Flavonols,302,None,TRUE,6,hours,0,NA,62,NA,NA,NA,37302,nmol/L
2186,373,human,10800103,Kaempferol,Flavonols,286,None,TRUE,1,hours,0,NA,50,NA,NA,NA,37302,nmol/L
2186,373,human,10800103,Kaempferol,Flavonols,286,None,TRUE,2,hours,0,NA,70,NA,NA,NA,37302,nmol/L
2186,373,human,10800103,Kaempferol,Flavonols,286,None,TRUE,4,hours,0,NA,145,NA,NA,NA,37302,nmol/L
2186,373,human,10800103,Kaempferol,Flavonols,286,None,TRUE,6,hours,0,NA,65,NA,NA,NA,37302,nmol/L
2201,850,human,10500603,(-)-Epigallocatechin 3-O-gallate,Flavanols,458,None,TRUE,0.5,hours,0,NA,10,NA,SEM,NA,85001,nmol/L
2201,850,human,10500603,(-)-Epigallocatechin 3-O-gallate,Flavanols,458,None,TRUE,1,hours,0,NA,30,NA,SEM,NA,85001,nmol/L
2201,850,human,10500603,(-)-Epigallocatechin 3-O-gallate,Flavanols,458,None,TRUE,2,hours,0,NA,55,NA,SEM,NA,85001,nmol/L
2201,850,human,10500603,(-)-Epigallocatechin 3-O-gallate,Flavanols,458,None,TRUE,4,hours,0,NA,20,NA,SEM,NA,85001,nmol/L
2201,850,human,10500603,(-)-Epigallocatechin 3-O-gallate,Flavanols,458,None,TRUE,6,hours,0,NA,5,NA,SEM,NA,85001,nmol/L
2202,850,human,10500503,(-)-Epicatechin 3-O-gallate,Flavanols,442,None,TRUE,0.5,hours,0,NA,15,NA,SEM,NA,85001,nmol/L
2202,850,human,10500503,(-)-Epicatechin 3-O-gallate,Flavanols,442,None,TRUE,1,hours,0,NA,25,NA,SEM,NA,85001,nmol/L
2202,850,human,10500503,(-)-Epicatechin 3-O-gallate,Flavanols,442,None,TRUE,2,hours,0,NA,26,NA,SEM,NA,85001,nmol/L
2202,850,human,10500503,(-)-Epicatechin 3-O-gallate,Flavanols,442,None,TRUE,4,hours,0,NA,15,NA,SEM,NA,85001,nmol/L
2202,850,human,10500503,(-)-Epicatechin 3-O-gallate,Flavanols,442,None,TRUE,6,hours,0,NA,5,NA,SEM,NA,85001,nmol/L
2203,850,human,10511403,Epicatechin 3'-O-glucuronide,Flavanols,466,None,TRUE,0.5,hours,0,NA,20,NA,SEM,NA,85001,nmol/L
2203,850,human,10511403,Epicatechin 3'-O-glucuronide,Flavanols,466,None,TRUE,1,hours,0,NA,28,NA,SEM,NA,85001,nmol/L
2203,850,human,10511403,Epicatechin 3'-O-glucuronide,Flavanols,466,None,TRUE,2,hours,0,NA,30,NA,SEM,NA,85001,nmol/L
2203,850,human,10511403,Epicatechin 3'-O-glucuronide,Flavanols,466,None,TRUE,4,hours,0,NA,10,NA,SEM,NA,85001,nmol/L
2203,850,human,10511403,Epicatechin 3'-O-glucuronide,Flavanols,466,None,TRUE,6,hours,0,NA,0,NA,SEM,NA,85001,nmol/L
2205,851,human,10800203,Quercetin,Flavonols,302,?-glucuronidase and sulfatase,TRUE,1,hours,0,NA,0.8,NA,SEM,85101,NA,µmol/L
2205,851,human,10800203,Quercetin,Flavonols,302,?-glucuronidase and sulfatase,TRUE,2,hours,0,NA,0.9,NA,SEM,85101,NA,µmol/L
2205,851,human,10800203,Quercetin,Flavonols,302,?-glucuronidase and sulfatase,TRUE,3,hours,0,NA,0.8,NA,SEM,85101,NA,µmol/L
2205,851,human,10800203,Quercetin,Flavonols,302,?-glucuronidase and sulfatase,TRUE,12,hours,0,NA,0.8,NA,SEM,85101,NA,µmol/L
2205,851,human,10800203,Quercetin,Flavonols,302,?-glucuronidase and sulfatase,TRUE,24,hours,0,NA,0.2,NA,SEM,85101,NA,µmol/L
2206,852,human,10800203,Quercetin,Flavonols,302,?-glucuronidase and sulfatase,TRUE,0.5,hours,0,NA,1.1,NA,SEM,85101,NA,µmol/L
2206,852,human,10800203,Quercetin,Flavonols,302,?-glucuronidase and sulfatase,TRUE,1,hours,0,NA,1.8,NA,SEM,85101,NA,µmol/L
2206,852,human,10800203,Quercetin,Flavonols,302,?-glucuronidase and sulfatase,TRUE,3,hours,0,NA,3.9,NA,SEM,85101,NA,µmol/L
2206,852,human,10800203,Quercetin,Flavonols,302,?-glucuronidase and sulfatase,TRUE,12,hours,0,NA,0.9,NA,SEM,85101,NA,µmol/L
2206,852,human,10800203,Quercetin,Flavonols,302,?-glucuronidase and sulfatase,TRUE,24,hours,0,NA,0.2,NA,SEM,85101,NA,µmol/L
2393,870,human,10906503,Genistein 7-O-glucuronide,Isoflavonoids,446,None,FALSE,5,days,NA,NA,122,68,SEM,NA,NA,nmol/L
2395,870,human,10906203,Genistein 4'-O-glucuronide,Isoflavonoids,446,None,FALSE,5,days,NA,NA,14,5,SEM,NA,NA,nmol/L
2397,870,human,10905003,Daidzein 7-O-glucuronide,Isoflavonoids,430,None,FALSE,5,days,NA,NA,151,50,SEM,NA,NA,nmol/L
2399,870,human,10904803,Daidzein 4'-O-glucuronide,Isoflavonoids,430,None,FALSE,5,days,NA,NA,16,6,SEM,NA,NA,nmol/L
2401,870,human,10900103,Daidzein,Isoflavonoids,254,None,FALSE,5,days,NA,NA,33,7,SEM,NA,NA,nmol/L
2403,870,human,10900103,Daidzein,Isoflavonoids,254,?-glucuronidase and sulfatase,FALSE,5,days,NA,NA,196.1,53.53,SEM,NA,NA,nmol/L
2407,870,human,10900303,Genistein,Isoflavonoids,270,None,FALSE,5,days,NA,NA,67,19,SEM,NA,NA,nmol/L
2409,870,human,10900303,Genistein,Isoflavonoids,270,?-glucuronidase and sulfatase,FALSE,5,days,NA,NA,797.04,237.27,SEM,NA,NA,nmol/L
2413,870,human,10905203,Dihydrodaidzein,Isoflavonoids,256,?-glucuronidase and sulfatase,FALSE,5,days,NA,NA,90.08,17.6,SEM,NA,NA,nmol/L
2417,870,human,10905703,Equol,Isoflavonoids,242,?-glucuronidase and sulfatase,FALSE,5,days,NA,NA,590.93,118.34,SEM,NA,NA,nmol/L
2421,870,human,10907003,O-Desmethylangolensin,Isoflavonoids,258,?-glucuronidase and sulfatase,FALSE,5,days,NA,NA,130.25,44.35,SEM,NA,NA,nmol/L
2394,871,human,10906503,Genistein 7-O-glucuronide,Isoflavonoids,446,None,FALSE,5,days,NA,NA,11,4,SEM,NA,NA,nmol/L
2396,871,human,10906203,Genistein 4'-O-glucuronide,Isoflavonoids,446,None,FALSE,5,days,NA,NA,4,0.1,SEM,NA,NA,nmol/L
2398,871,human,10905003,Daidzein 7-O-glucuronide,Isoflavonoids,430,None,FALSE,5,days,NA,NA,294,119,SEM,NA,NA,nmol/L
2400,871,human,10904803,Daidzein 4'-O-glucuronide,Isoflavonoids,430,None,FALSE,5,days,NA,NA,39,19,SEM,NA,NA,nmol/L
2402,871,human,10900103,Daidzein,Isoflavonoids,254,None,FALSE,5,days,NA,NA,49,15,SEM,NA,NA,nmol/L
2404,871,human,10900103,Daidzein,Isoflavonoids,254,?-glucuronidase and sulfatase,FALSE,5,days,NA,NA,315.79,99.61,SEM,NA,NA,nmol/L
2408,871,human,10900303,Genistein,Isoflavonoids,270,None,FALSE,5,days,NA,NA,NA,NA,NA,NA,NA,0
2410,871,human,10900303,Genistein,Isoflavonoids,270,?-glucuronidase and sulfatase,FALSE,5,days,NA,NA,217.89,27.61,SEM,NA,NA,nmol/L
2414,871,human,10905203,Dihydrodaidzein,Isoflavonoids,256,?-glucuronidase and sulfatase,FALSE,5,days,NA,NA,146.34,26.56,SEM,NA,NA,nmol/L
2418,871,human,10905703,Equol,Isoflavonoids,242,?-glucuronidase and sulfatase,FALSE,5,days,NA,NA,900.52,81.4,SEM,NA,NA,nmol/L
2422,871,human,10907003,O-Desmethylangolensin,Isoflavonoids,258,?-glucuronidase and sulfatase,FALSE,5,days,NA,NA,137.68,35.76,SEM,NA,NA,nmol/L
2483,883,human,10900103,Daidzein,Isoflavonoids,254,?-glucuronidase and sulfatase,TRUE,1,hours,0,NA,0.15,NA,SEM,88301,NA,µmol/L
2483,883,human,10900103,Daidzein,Isoflavonoids,254,?-glucuronidase and sulfatase,TRUE,3,hours,0,NA,0.14,NA,SEM,88301,NA,µmol/L
2483,883,human,10900103,Daidzein,Isoflavonoids,254,?-glucuronidase and sulfatase,TRUE,5,hours,0,NA,0.38,NA,SEM,88301,NA,µmol/L
2483,883,human,10900103,Daidzein,Isoflavonoids,254,?-glucuronidase and sulfatase,TRUE,8,hours,0,NA,0.3,NA,SEM,88301,NA,µmol/L
2483,883,human,10900103,Daidzein,Isoflavonoids,254,?-glucuronidase and sulfatase,TRUE,24,hours,0,NA,0,NA,SEM,88301,NA,µmol/L
2489,883,human,10900303,Genistein,Isoflavonoids,270,?-glucuronidase and sulfatase,TRUE,1,hours,0,NA,0.15,NA,SEM,88303,NA,µmol/L
2489,883,human,10900303,Genistein,Isoflavonoids,270,?-glucuronidase and sulfatase,TRUE,3,hours,0,NA,0.13,NA,SEM,88303,NA,µmol/L
2489,883,human,10900303,Genistein,Isoflavonoids,270,?-glucuronidase and sulfatase,TRUE,5,hours,0,NA,0.3,NA,SEM,88303,NA,µmol/L
2489,883,human,10900303,Genistein,Isoflavonoids,270,?-glucuronidase and sulfatase,TRUE,8,hours,0,NA,0.3,NA,SEM,88303,NA,µmol/L
2489,883,human,10900303,Genistein,Isoflavonoids,270,?-glucuronidase and sulfatase,TRUE,24,hours,0,NA,0,NA,SEM,88303,NA,µmol/L
2495,883,human,10900503,Glycitein,Isoflavonoids,284,?-glucuronidase and sulfatase,TRUE,1,hours,0,NA,0.017,NA,SEM,88305,NA,µmol/L
2495,883,human,10900503,Glycitein,Isoflavonoids,284,?-glucuronidase and sulfatase,TRUE,2,hours,0,NA,0.015,NA,SEM,88305,NA,µmol/L
2495,883,human,10900503,Glycitein,Isoflavonoids,284,?-glucuronidase and sulfatase,TRUE,5,hours,0,NA,0.07,NA,SEM,88305,NA,µmol/L
2495,883,human,10900503,Glycitein,Isoflavonoids,284,?-glucuronidase and sulfatase,TRUE,8,hours,0,NA,0.045,NA,SEM,88305,NA,µmol/L
2495,883,human,10900503,Glycitein,Isoflavonoids,284,?-glucuronidase and sulfatase,TRUE,24,hours,0,NA,NA,NA,SEM,88305,NA,µmol/L
2484,884,human,10900103,Daidzein,Isoflavonoids,254,?-glucuronidase and sulfatase,TRUE,1,hours,0,NA,0.82,NA,SEM,88301,NA,µmol/L
2484,884,human,10900103,Daidzein,Isoflavonoids,254,?-glucuronidase and sulfatase,TRUE,4,hours,0,NA,0.35,NA,SEM,88301,NA,µmol/L
2484,884,human,10900103,Daidzein,Isoflavonoids,254,?-glucuronidase and sulfatase,TRUE,5,hours,0,NA,0.55,NA,SEM,88301,NA,µmol/L
2484,884,human,10900103,Daidzein,Isoflavonoids,254,?-glucuronidase and sulfatase,TRUE,8,hours,0,NA,0.38,NA,SEM,88301,NA,µmol/L
2484,884,human,10900103,Daidzein,Isoflavonoids,254,?-glucuronidase and sulfatase,TRUE,24,hours,0,NA,0,NA,SEM,88301,NA,µmol/L
2490,884,human,10900303,Genistein,Isoflavonoids,270,?-glucuronidase and sulfatase,TRUE,1,hours,0,NA,0.89,NA,SEM,88303,NA,µmol/L
2490,884,human,10900303,Genistein,Isoflavonoids,270,?-glucuronidase and sulfatase,TRUE,4,hours,0,NA,0.45,NA,SEM,88303,NA,µmol/L
2490,884,human,10900303,Genistein,Isoflavonoids,270,?-glucuronidase and sulfatase,TRUE,5,hours,0,NA,0.6,NA,SEM,88303,NA,µmol/L
2490,884,human,10900303,Genistein,Isoflavonoids,270,?-glucuronidase and sulfatase,TRUE,8,hours,0,NA,0.45,NA,SEM,88303,NA,µmol/L
2490,884,human,10900303,Genistein,Isoflavonoids,270,?-glucuronidase and sulfatase,TRUE,24,hours,0,NA,0.5,NA,SEM,88303,NA,µmol/L
2496,884,human,10900503,Glycitein,Isoflavonoids,284,?-glucuronidase and sulfatase,TRUE,1,hours,0,NA,0.074,NA,SEM,88305,NA,µmol/L
2496,884,human,10900503,Glycitein,Isoflavonoids,284,?-glucuronidase and sulfatase,TRUE,3,hours,0,NA,0.02,NA,SEM,88305,NA,µmol/L
2496,884,human,10900503,Glycitein,Isoflavonoids,284,?-glucuronidase and sulfatase,TRUE,5,hours,0,NA,0.05,NA,SEM,88305,NA,µmol/L
2496,884,human,10900503,Glycitein,Isoflavonoids,284,?-glucuronidase and sulfatase,TRUE,8,hours,0,NA,0.02,NA,SEM,88305,NA,µmol/L
2496,884,human,10900503,Glycitein,Isoflavonoids,284,?-glucuronidase and sulfatase,TRUE,24,hours,0,NA,0,NA,SEM,88305,NA,µmol/L
2485,885,human,10900103,Daidzein,Isoflavonoids,254,?-glucuronidase and sulfatase,TRUE,1,hours,0,NA,0.97,NA,SEM,88301,NA,µmol/L
2485,885,human,10900103,Daidzein,Isoflavonoids,254,?-glucuronidase and sulfatase,TRUE,4,hours,0,NA,0.4,NA,SEM,88301,NA,µmol/L
2485,885,human,10900103,Daidzein,Isoflavonoids,254,?-glucuronidase and sulfatase,TRUE,5,hours,0,NA,0.45,NA,SEM,88301,NA,µmol/L
2485,885,human,10900103,Daidzein,Isoflavonoids,254,?-glucuronidase and sulfatase,TRUE,8,hours,0,NA,0.35,NA,SEM,88301,NA,µmol/L
2485,885,human,10900103,Daidzein,Isoflavonoids,254,?-glucuronidase and sulfatase,TRUE,24,hours,0,NA,0,NA,SEM,88301,NA,µmol/L
2491,885,human,10900303,Genistein,Isoflavonoids,270,?-glucuronidase and sulfatase,TRUE,1,hours,0,NA,1.1,NA,SEM,88303,NA,µmol/L
2491,885,human,10900303,Genistein,Isoflavonoids,270,?-glucuronidase and sulfatase,TRUE,4,hours,0,NA,0.58,NA,SEM,88303,NA,µmol/L
2491,885,human,10900303,Genistein,Isoflavonoids,270,?-glucuronidase and sulfatase,TRUE,5,hours,0,NA,0.6,NA,SEM,88303,NA,µmol/L
2491,885,human,10900303,Genistein,Isoflavonoids,270,?-glucuronidase and sulfatase,TRUE,8,hours,0,NA,0.55,NA,SEM,88303,NA,µmol/L
2491,885,human,10900303,Genistein,Isoflavonoids,270,?-glucuronidase and sulfatase,TRUE,24,hours,0,NA,13,NA,SEM,88303,NA,µmol/L
2497,885,human,10900503,Glycitein,Isoflavonoids,284,?-glucuronidase and sulfatase,TRUE,1,hours,0,NA,0.08,NA,SEM,88305,NA,µmol/L
2497,885,human,10900503,Glycitein,Isoflavonoids,284,?-glucuronidase and sulfatase,TRUE,3,hours,0,NA,0.022,NA,SEM,88305,NA,µmol/L
2497,885,human,10900503,Glycitein,Isoflavonoids,284,?-glucuronidase and sulfatase,TRUE,5,hours,0,NA,0.04,NA,SEM,88305,NA,µmol/L
2497,885,human,10900503,Glycitein,Isoflavonoids,284,?-glucuronidase and sulfatase,TRUE,8,hours,0,NA,0.018,NA,SEM,88305,NA,µmol/L
2497,885,human,10900503,Glycitein,Isoflavonoids,284,?-glucuronidase and sulfatase,TRUE,24,hours,0,NA,0,NA,SEM,88305,NA,µmol/L
2525,888,rat,10900203,Formononetin,Isoflavonoids,268,None,TRUE,30,minutes,0,NA,6,NA,NA,NA,88801,µg/mL
2525,888,rat,10900203,Formononetin,Isoflavonoids,268,None,TRUE,60,minutes,0,NA,2.5,NA,NA,NA,88801,µg/mL
2525,888,rat,10900203,Formononetin,Isoflavonoids,268,None,TRUE,80,minutes,0,NA,2.5,NA,NA,NA,88801,µg/mL
2525,888,rat,10900203,Formononetin,Isoflavonoids,268,None,TRUE,240,minutes,0,NA,0,NA,NA,NA,88801,µg/mL
2525,888,rat,10900203,Formononetin,Isoflavonoids,268,None,TRUE,1440,minutes,0,NA,0,NA,NA,NA,88801,µg/mL
2530,888,rat,10910403,"4'-Methoxy-2',3,7-trihydroxyisoflavanone",Isoflavonoids,302,None,TRUE,30,minutes,0,NA,26,NA,NA,NA,88801,µg/mL
2530,888,rat,10910403,"4'-Methoxy-2',3,7-trihydroxyisoflavanone",Isoflavonoids,302,None,TRUE,60,minutes,0,NA,14,NA,NA,NA,88801,µg/mL
2530,888,rat,10910403,"4'-Methoxy-2',3,7-trihydroxyisoflavanone",Isoflavonoids,302,None,TRUE,80,minutes,0,NA,14,NA,NA,NA,88801,µg/mL
2530,888,rat,10910403,"4'-Methoxy-2',3,7-trihydroxyisoflavanone",Isoflavonoids,302,None,TRUE,240,minutes,0,NA,7.5,NA,NA,NA,88801,µg/mL
2530,888,rat,10910403,"4'-Methoxy-2',3,7-trihydroxyisoflavanone",Isoflavonoids,302,None,TRUE,1440,minutes,0,NA,2.5,NA,NA,NA,88801,µg/mL
