bc.no,inter,species,cicon,compound,subclass,mol.wt,hydrolysis,timecourse,cumulative,source.graphno,metab.graphno,timepoint,timepoint2,timepoint3,timepoint4,timepoint5,time.unit,baseline.conc,baseline.error,conc,conc.error,metab.measure,error.measure
2189,849,human,30100903,4-Hydroxybenzoic acid,Hydroxybenzoic acids,138,None,TRUE,TRUE,84803,NA,24,NA,NA,NA,NA,hours,0,NA,13,2,µmol,NA
2190,848,human,30100903,4-Hydroxybenzoic acid,Hydroxybenzoic acids,138,None,TRUE,TRUE,84803,NA,2,5,8,24,NA,hours,0,NA,1.6,1.2,µmol,NA
2190,848,human,30100903,4-Hydroxybenzoic acid,Hydroxybenzoic acids,138,None,TRUE,TRUE,84803,NA,5,NA,NA,NA,NA,hours,0,NA,4.5,NA,µmol,NA
2190,848,human,30100903,4-Hydroxybenzoic acid,Hydroxybenzoic acids,138,None,TRUE,TRUE,84803,NA,8,NA,NA,NA,NA,hours,0,NA,9,NA,µmol,NA
2190,848,human,30100903,4-Hydroxybenzoic acid,Hydroxybenzoic acids,138,None,TRUE,TRUE,84803,NA,24,NA,NA,NA,NA,hours,0,NA,24,5,µmol,NA
2192,848,human,30600703,"5-(3',4',5'-trihydroxyphenyl)-?-valerolactone",Hydroxyphenylpentanoic acids,224,None,TRUE,TRUE,NA,84809,2,5,8,24,NA,hours,0,NA,0,NA,µmol,NA
2192,848,human,30600703,"5-(3',4',5'-trihydroxyphenyl)-?-valerolactone",Hydroxyphenylpentanoic acids,224,None,TRUE,TRUE,NA,84809,5,NA,NA,NA,NA,hours,0,NA,0.6,0.6,µmol,NA
2192,848,human,30600703,"5-(3',4',5'-trihydroxyphenyl)-?-valerolactone",Hydroxyphenylpentanoic acids,224,None,TRUE,TRUE,NA,84809,8,NA,NA,NA,NA,hours,0,NA,20.6,NA,µmol,NA
2192,848,human,30600703,"5-(3',4',5'-trihydroxyphenyl)-?-valerolactone",Hydroxyphenylpentanoic acids,224,None,TRUE,TRUE,NA,84809,24,NA,NA,NA,NA,hours,0,NA,21,16,µmol,NA
2193,849,human,30305003,4-Hydroxyphenylacetic acid,Hydroxyphenylacetic acids,152,None,TRUE,TRUE,84805,NA,2,5,8,24,NA,hours,0,NA,79,47,µmol,NA
2193,849,human,30305003,4-Hydroxyphenylacetic acid,Hydroxyphenylacetic acids,152,None,TRUE,TRUE,84805,NA,5,NA,NA,NA,NA,hours,0,NA,149,NA,µmol,NA
2193,849,human,30305003,4-Hydroxyphenylacetic acid,Hydroxyphenylacetic acids,152,None,TRUE,TRUE,84805,NA,8,NA,NA,NA,NA,hours,0,NA,206,NA,µmol,NA
2193,849,human,30305003,4-Hydroxyphenylacetic acid,Hydroxyphenylacetic acids,152,None,TRUE,TRUE,84805,NA,24,NA,NA,NA,NA,hours,0,NA,270,106,µmol,NA
2194,848,human,30305003,4-Hydroxyphenylacetic acid,Hydroxyphenylacetic acids,152,None,TRUE,TRUE,84805,NA,2,5,8,24,NA,hours,0,NA,64,52,µmol,NA
2194,848,human,30305003,4-Hydroxyphenylacetic acid,Hydroxyphenylacetic acids,152,None,TRUE,TRUE,84805,NA,5,NA,NA,NA,NA,hours,0,NA,112,NA,µmol,NA
2194,848,human,30305003,4-Hydroxyphenylacetic acid,Hydroxyphenylacetic acids,152,None,TRUE,TRUE,84805,NA,8,NA,NA,NA,NA,hours,0,NA,168,NA,µmol,NA
2194,848,human,30305003,4-Hydroxyphenylacetic acid,Hydroxyphenylacetic acids,152,None,TRUE,TRUE,84805,NA,24,NA,NA,NA,NA,hours,0,NA,773,330,µmol,NA
2195,849,human,30305203,Homovanillic acid,Hydroxyphenylacetic acids,182,None,TRUE,TRUE,84806,NA,2,5,8,24,NA,hours,0,NA,4.3,1.9,µmol,NA
2195,849,human,30305203,Homovanillic acid,Hydroxyphenylacetic acids,182,None,TRUE,TRUE,84806,NA,5,NA,NA,NA,NA,hours,0,NA,8.9,NA,µmol,NA
2195,849,human,30305203,Homovanillic acid,Hydroxyphenylacetic acids,182,None,TRUE,TRUE,84806,NA,8,NA,NA,NA,NA,hours,0,NA,12.5,NA,µmol,NA
2195,849,human,30305203,Homovanillic acid,Hydroxyphenylacetic acids,182,None,TRUE,TRUE,84806,NA,24,NA,NA,NA,NA,hours,0,NA,18,7,µmol,NA
2196,848,human,30305203,Homovanillic acid,Hydroxyphenylacetic acids,182,None,TRUE,TRUE,84806,NA,2,5,8,24,NA,hours,0,NA,5.1,2.7,µmol,NA
2196,848,human,30305203,Homovanillic acid,Hydroxyphenylacetic acids,182,None,TRUE,TRUE,84806,NA,5,NA,NA,NA,NA,hours,0,NA,9.4,NA,µmol,NA
2196,848,human,30305203,Homovanillic acid,Hydroxyphenylacetic acids,182,None,TRUE,TRUE,84806,NA,8,NA,NA,NA,NA,hours,0,NA,14.9,NA,µmol,NA
2196,848,human,30305203,Homovanillic acid,Hydroxyphenylacetic acids,182,None,TRUE,TRUE,84806,NA,24,NA,NA,NA,NA,hours,0,NA,47,NA,µmol,NA
2197,849,human,30112903,Hippuric acid,Hydroxybenzoic acids,179,None,TRUE,TRUE,84807,NA,2,5,8,24,NA,hours,0,NA,26,47,µmol,NA
2197,849,human,30112903,Hippuric acid,Hydroxybenzoic acids,179,None,TRUE,TRUE,84807,NA,5,NA,NA,NA,NA,hours,0,NA,55,NA,µmol,NA
2197,849,human,30112903,Hippuric acid,Hydroxybenzoic acids,179,None,TRUE,TRUE,84807,NA,8,NA,NA,NA,NA,hours,0,NA,81,NA,µmol,NA
2197,849,human,30112903,Hippuric acid,Hydroxybenzoic acids,179,None,TRUE,TRUE,84807,NA,24,NA,NA,NA,NA,hours,0,NA,137,43,µmol,NA
2198,848,human,30112903,Hippuric acid,Hydroxybenzoic acids,179,None,TRUE,TRUE,84807,NA,2,5,8,24,NA,hours,0,NA,31,17,µmol,NA
2198,848,human,30112903,Hippuric acid,Hydroxybenzoic acids,179,None,TRUE,TRUE,84807,NA,5,NA,NA,NA,NA,hours,0,NA,69,NA,µmol,NA
2198,848,human,30112903,Hippuric acid,Hydroxybenzoic acids,179,None,TRUE,TRUE,84807,NA,8,NA,NA,NA,NA,hours,0,NA,157,NA,µmol,NA
2198,848,human,30112903,Hippuric acid,Hydroxybenzoic acids,179,None,TRUE,TRUE,84807,NA,24,NA,NA,NA,NA,hours,0,NA,878,238,µmol,NA
2199,849,human,30506403,3-Hydroxy-3-(3-hydroxyphenyl)propionic acid,Hydroxyphenylpropanoic acids,182,None,TRUE,TRUE,84808,NA,2,5,8,24,NA,hours,0,NA,1.8,0.7,µmol,NA
2199,849,human,30506403,3-Hydroxy-3-(3-hydroxyphenyl)propionic acid,Hydroxyphenylpropanoic acids,182,None,TRUE,TRUE,84808,NA,5,NA,NA,NA,NA,hours,0,NA,2.9,NA,µmol,NA
2199,849,human,30506403,3-Hydroxy-3-(3-hydroxyphenyl)propionic acid,Hydroxyphenylpropanoic acids,182,None,TRUE,TRUE,84808,NA,8,NA,NA,NA,NA,hours,0,NA,4.1,NA,µmol,NA
2199,849,human,30506403,3-Hydroxy-3-(3-hydroxyphenyl)propionic acid,Hydroxyphenylpropanoic acids,182,None,TRUE,TRUE,84808,NA,24,NA,NA,NA,NA,hours,0,NA,6.8,1.8,µmol,NA
2200,848,human,30506403,3-Hydroxy-3-(3-hydroxyphenyl)propionic acid,Hydroxyphenylpropanoic acids,182,None,TRUE,TRUE,84808,NA,2,5,8,24,NA,hours,0,NA,3.1,2.6,µmol,NA
2200,848,human,30506403,3-Hydroxy-3-(3-hydroxyphenyl)propionic acid,Hydroxyphenylpropanoic acids,182,None,TRUE,TRUE,84808,NA,5,NA,NA,NA,NA,hours,0,NA,5.6,NA,µmol,NA
2200,848,human,30506403,3-Hydroxy-3-(3-hydroxyphenyl)propionic acid,Hydroxyphenylpropanoic acids,182,None,TRUE,TRUE,84808,NA,8,NA,NA,NA,NA,hours,0,NA,10.3,NA,µmol,NA
2200,848,human,30506403,3-Hydroxy-3-(3-hydroxyphenyl)propionic acid,Hydroxyphenylpropanoic acids,182,None,TRUE,TRUE,84808,NA,24,NA,NA,NA,NA,hours,0,NA,47,18,µmol,NA
2204,850,human,10511403,Epicatechin 3'-O-glucuronide,Flavanols,466,None,TRUE,TRUE,NA,NA,5,12,24,NA,NA,hours,0,NA,0.7,0.1,µmol,SEM
2204,850,human,10511403,Epicatechin 3'-O-glucuronide,Flavanols,466,None,TRUE,TRUE,NA,NA,12,NA,NA,NA,NA,hours,0,NA,1.3,NA,µmol,SEM
2204,850,human,10511403,Epicatechin 3'-O-glucuronide,Flavanols,466,None,TRUE,TRUE,NA,NA,24,NA,NA,NA,NA,hours,0,NA,1.5,0.3,µmol,SEM
2209,853,human,10101803,Peonidin 3-O-glucoside,Anthocyanins,463,None,FALSE,TRUE,NA,NA,4,NA,NA,NA,NA,hours,0,NA,47.21,21.39,µg,SD
2210,853,human,10115503,Peonidin 3-O-sambubioside,Anthocyanins,595,None,FALSE,TRUE,NA,NA,4,NA,NA,NA,NA,hours,0,NA,7.38,14.77,µg,SD
2232,855,rat,10900103,Daidzein,Isoflavonoids,254,None,TRUE,TRUE,NA,NA,6,12,18,24,NA,hours,0,NA,500,NA,nmol,NA
2232,855,rat,10900103,Daidzein,Isoflavonoids,254,None,TRUE,TRUE,NA,NA,12,NA,NA,NA,NA,hours,0,NA,750,NA,nmol,NA
2232,855,rat,10900103,Daidzein,Isoflavonoids,254,None,TRUE,TRUE,NA,NA,18,NA,NA,NA,NA,hours,0,NA,750,NA,nmol,NA
2232,855,rat,10900103,Daidzein,Isoflavonoids,254,None,TRUE,TRUE,NA,NA,24,NA,NA,NA,NA,hours,0,NA,750,NA,nmol,NA
2237,856,human,10900103,Daidzein,Isoflavonoids,254,?-glucuronidase and sulfatase,FALSE,FALSE,NA,NA,24,NA,NA,NA,NA,hours,NA,NA,5.82,0.33,nmol/mL,NA
2238,856,human,10900503,Glycitein,Isoflavonoids,284,?-glucuronidase and sulfatase,FALSE,FALSE,NA,NA,24,NA,NA,NA,NA,hours,NA,NA,1.21,0.07,nmol/mL,NA
2239,856,human,10900303,Genistein,Isoflavonoids,270,?-glucuronidase and sulfatase,FALSE,FALSE,NA,NA,24,NA,NA,NA,NA,hours,NA,NA,1.16,0.11,nmol/mL,NA
2240,856,human,10900103,Daidzein,Isoflavonoids,254,None,FALSE,FALSE,NA,NA,24,NA,NA,NA,NA,hours,NA,NA,0.14,0.04,nmol/mL,NA
2241,856,human,10900303,Genistein,Isoflavonoids,270,None,FALSE,FALSE,NA,NA,24,NA,NA,NA,NA,hours,NA,NA,0.01,0,nmol/mL,NA
2248,857,pig,10900103,Daidzein,Isoflavonoids,254,?-glucuronidase and sulfatase,FALSE,FALSE,NA,NA,4,NA,NA,NA,NA,days,NA,NA,17.93,0.96,nmol/mL,NA
2249,857,pig,10900503,Glycitein,Isoflavonoids,284,?-glucuronidase and sulfatase,FALSE,FALSE,NA,NA,4,NA,NA,NA,NA,days,NA,NA,8.13,0.09,nmol/mL,NA
2250,857,pig,10900303,Genistein,Isoflavonoids,270,?-glucuronidase and sulfatase,FALSE,FALSE,NA,NA,4,NA,NA,NA,NA,days,NA,NA,17.18,0.75,nmol/mL,NA
2251,857,pig,10900103,Daidzein,Isoflavonoids,254,None,FALSE,FALSE,NA,NA,4,NA,NA,NA,NA,days,NA,NA,3.49,0.18,nmol/mL,NA
2252,857,pig,10900503,Glycitein,Isoflavonoids,284,None,FALSE,FALSE,NA,NA,4,NA,NA,NA,NA,days,NA,NA,1.26,0.08,nmol/mL,NA
2253,857,pig,10900303,Genistein,Isoflavonoids,270,None,FALSE,FALSE,NA,NA,4,NA,NA,NA,NA,days,NA,NA,3.14,0.04,nmol/mL,NA
2262,858,rat,10900103,Daidzein,Isoflavonoids,254,?-glucuronidase and sulfatase,FALSE,FALSE,NA,NA,24,NA,NA,NA,NA,hours,NA,NA,79.52,2.29,nmol/mL,NA
2263,858,rat,10900303,Genistein,Isoflavonoids,270,?-glucuronidase and sulfatase,FALSE,FALSE,NA,NA,24,NA,NA,NA,NA,hours,NA,NA,29.2,0.63,nmol/mL,NA
2264,858,rat,10900503,Glycitein,Isoflavonoids,284,?-glucuronidase and sulfatase,FALSE,FALSE,NA,NA,24,NA,NA,NA,NA,hours,NA,NA,33.34,1.41,nmol/mL,NA
2265,858,rat,10905703,Equol,Isoflavonoids,242,?-glucuronidase and sulfatase,FALSE,FALSE,NA,NA,24,NA,NA,NA,NA,hours,NA,NA,364.94,14.4,nmol/mL,NA
2266,858,rat,10900103,Daidzein,Isoflavonoids,254,None,FALSE,FALSE,NA,NA,24,NA,NA,NA,NA,hours,NA,NA,45.36,2,nmol/mL,NA
2267,858,rat,10900303,Genistein,Isoflavonoids,270,None,FALSE,FALSE,NA,NA,24,NA,NA,NA,NA,hours,NA,NA,8.91,0.22,nmol/mL,NA
2268,858,rat,10900503,Glycitein,Isoflavonoids,284,None,FALSE,FALSE,NA,NA,24,NA,NA,NA,NA,hours,NA,NA,24.15,0.36,nmol/mL,NA
2269,858,rat,10905703,Equol,Isoflavonoids,242,None,FALSE,FALSE,NA,NA,24,NA,NA,NA,NA,hours,NA,NA,172.83,14.08,nmol/mL,NA
2270,859,human,10900103,Daidzein,Isoflavonoids,254,None,FALSE,FALSE,NA,NA,7,NA,NA,NA,NA,days,NA,NA,41.3,NA,ng/mL,NA
2271,859,human,10900103,Daidzein,Isoflavonoids,254,?-glucuronidase and sulfatase,FALSE,FALSE,NA,NA,7,NA,NA,NA,NA,days,NA,NA,9000,NA,ng/mL,NA
2272,859,human,10900303,Genistein,Isoflavonoids,270,None,FALSE,FALSE,NA,NA,7,NA,NA,NA,NA,days,NA,NA,20.9,NA,ng/mL,NA
2273,859,human,10900303,Genistein,Isoflavonoids,270,?-glucuronidase and sulfatase,FALSE,FALSE,NA,NA,7,NA,NA,NA,NA,days,NA,NA,6777.6,NA,ng/mL,NA
2274,859,human,10900503,Glycitein,Isoflavonoids,284,?-glucuronidase and sulfatase,FALSE,FALSE,NA,NA,7,NA,NA,NA,NA,days,NA,NA,1000,NA,ng/mL,NA
2275,859,human,10905503,Dihydrogenistein,Isoflavonoids,272,?-glucuronidase and sulfatase,FALSE,FALSE,NA,NA,7,NA,NA,NA,NA,days,NA,NA,5433,NA,ng/mL,NA
2278,859,human,10907003,O-Desmethylangolensin,Isoflavonoids,258,?-glucuronidase and sulfatase,FALSE,FALSE,NA,NA,7,NA,NA,NA,NA,days,NA,NA,1000,NA,ng/mL,NA
2279,859,human,10904303,"7,8,4'-Trihydroxyisoflavone",Isoflavonoids,270,?-glucuronidase and sulfatase,FALSE,FALSE,NA,NA,7,NA,NA,NA,NA,days,NA,NA,333.3,NA,ng/mL,NA
2283,862,human,10900303,Genistein,Isoflavonoids,270,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,24,NA,NA,NA,NA,hours,NA,NA,9.5,NA,nmol,NA
2284,862,human,10900103,Daidzein,Isoflavonoids,254,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,24,NA,NA,NA,NA,hours,NA,NA,12.5,NA,nmol,NA
2286,862,human,10905203,Dihydrodaidzein,Isoflavonoids,256,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,24,NA,NA,NA,NA,hours,NA,NA,5.5,NA,nmol,NA
2288,862,human,10907003,O-Desmethylangolensin,Isoflavonoids,258,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,24,NA,NA,NA,NA,hours,NA,NA,1,NA,nmol,NA
2289,862,human,10900503,Glycitein,Isoflavonoids,284,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,24,NA,NA,NA,NA,hours,NA,NA,1.5,NA,nmol,NA
2290,862,human,10905503,Dihydrogenistein,Isoflavonoids,272,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,24,NA,NA,NA,NA,hours,NA,NA,10.5,NA,nmol,NA
2292,863,rat,10900303,Genistein,Isoflavonoids,270,None,FALSE,TRUE,NA,NA,24,NA,NA,NA,NA,hours,NA,NA,11,NA,nmol,NA
2293,863,rat,10900303,Genistein,Isoflavonoids,270,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,24,NA,NA,NA,NA,hours,NA,NA,24,NA,nmol,NA
2294,863,rat,10900103,Daidzein,Isoflavonoids,254,None,FALSE,TRUE,NA,NA,24,NA,NA,NA,NA,hours,NA,NA,10,NA,nmol,NA
2295,863,rat,10900103,Daidzein,Isoflavonoids,254,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,24,NA,NA,NA,NA,hours,NA,NA,30,NA,nmol,NA
2296,863,rat,10905203,Dihydrodaidzein,Isoflavonoids,256,None,FALSE,TRUE,NA,NA,24,NA,NA,NA,NA,hours,NA,NA,1,NA,nmol,NA
2297,863,rat,10905203,Dihydrodaidzein,Isoflavonoids,256,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,24,NA,NA,NA,NA,hours,NA,NA,1.5,NA,nmol,NA
2298,863,rat,10905703,Equol,Isoflavonoids,242,None,FALSE,TRUE,NA,NA,24,NA,NA,NA,NA,hours,NA,NA,3.5,NA,nmol,NA
2299,863,rat,10905703,Equol,Isoflavonoids,242,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,24,NA,NA,NA,NA,hours,NA,NA,6.5,NA,nmol,NA
2300,863,rat,10907003,O-Desmethylangolensin,Isoflavonoids,258,None,FALSE,TRUE,NA,NA,24,NA,NA,NA,NA,hours,NA,NA,0.5,NA,nmol,NA
2301,863,rat,10907003,O-Desmethylangolensin,Isoflavonoids,258,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,24,NA,NA,NA,NA,hours,NA,NA,1,NA,nmol,NA
2302,863,rat,10900503,Glycitein,Isoflavonoids,284,None,FALSE,TRUE,NA,NA,24,NA,NA,NA,NA,hours,NA,NA,2.5,NA,nmol,NA
2303,863,rat,10900503,Glycitein,Isoflavonoids,284,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,24,NA,NA,NA,NA,hours,NA,NA,5,NA,nmol,NA
2304,863,rat,10905503,Dihydrogenistein,Isoflavonoids,272,None,FALSE,TRUE,NA,NA,24,NA,NA,NA,NA,hours,NA,NA,0.5,NA,nmol,NA
2305,863,rat,10905503,Dihydrogenistein,Isoflavonoids,272,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,24,NA,NA,NA,NA,hours,NA,NA,0.5,NA,nmol,NA
2405,870,human,10900103,Daidzein,Isoflavonoids,254,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,5,NA,NA,NA,NA,days,NA,NA,148.35,NA,µmol/24h,SEM
2406,871,human,10900103,Daidzein,Isoflavonoids,254,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,5,NA,NA,NA,NA,days,NA,NA,214.22,NA,µmol/24h,SEM
2411,870,human,10900303,Genistein,Isoflavonoids,270,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,5,NA,NA,NA,NA,days,NA,NA,2077.7,NA,µmol/24h,SEM
2412,871,human,10900303,Genistein,Isoflavonoids,270,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,5,NA,NA,NA,NA,days,NA,NA,267.5,NA,µmol/24h,SEM
2415,870,human,10905203,Dihydrodaidzein,Isoflavonoids,256,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,5,NA,NA,NA,NA,days,NA,NA,12.58,NA,µmol/24h,SEM
2416,871,human,10905203,Dihydrodaidzein,Isoflavonoids,256,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,5,NA,NA,NA,NA,days,NA,NA,18.21,NA,µmol/24h,SEM
2419,870,human,10905703,Equol,Isoflavonoids,242,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,5,NA,NA,NA,NA,days,NA,NA,154.96,NA,µmol/24h,SEM
2420,871,human,10905703,Equol,Isoflavonoids,242,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,5,NA,NA,NA,NA,days,NA,NA,287.6,NA,µmol/24h,SEM
2423,870,human,10907003,O-Desmethylangolensin,Isoflavonoids,258,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,5,NA,NA,NA,NA,days,NA,NA,220.33,NA,µmol/24h,SEM
2424,871,human,10907003,O-Desmethylangolensin,Isoflavonoids,258,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,5,NA,NA,NA,NA,days,NA,NA,215.09,NA,µmol/24h,SEM
2458,880,human,70103803,Enterodiol,Lignans,302,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,9,NA,NA,NA,NA,days,0,NA,1026,NA,nmol,SEM
2459,881,human,70103803,Enterodiol,Lignans,302,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,9,NA,NA,NA,NA,days,0,NA,864,NA,nmol,SEM
2460,880,human,70103903,Enterolactone,Lignans,298,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,9,NA,NA,NA,NA,days,0,NA,2952,NA,nmol,SEM
2461,881,human,70103903,Enterolactone,Lignans,298,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,9,NA,NA,NA,NA,days,0,NA,2853,NA,nmol,SEM
2462,880,human,70100203,Matairesinol,Lignans,358,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,9,NA,NA,NA,NA,days,0,NA,144,NA,nmol,SEM
2463,881,human,70100203,Matairesinol,Lignans,358,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,9,NA,NA,NA,NA,days,0,NA,180,NA,nmol,SEM
2464,880,human,10905703,Equol,Isoflavonoids,242,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,9,NA,NA,NA,NA,days,0,NA,6462,NA,nmol,SEM
2465,881,human,10905703,Equol,Isoflavonoids,242,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,9,NA,NA,NA,NA,days,0,NA,3969,NA,nmol,SEM
2466,880,human,10907003,O-Desmethylangolensin,Isoflavonoids,258,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,9,NA,NA,NA,NA,days,0,NA,19440,NA,nmol,SEM
2467,881,human,10907003,O-Desmethylangolensin,Isoflavonoids,258,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,9,NA,NA,NA,NA,days,0,NA,14715,NA,nmol,SEM
2468,880,human,10900103,Daidzein,Isoflavonoids,254,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,9,NA,NA,NA,NA,days,0,NA,34875,NA,nmol,SEM
2469,881,human,10900103,Daidzein,Isoflavonoids,254,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,9,NA,NA,NA,NA,days,0,NA,32670,NA,nmol,SEM
2470,880,human,10900303,Genistein,Isoflavonoids,270,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,9,NA,NA,NA,NA,days,0,NA,14922,NA,nmol,SEM
2471,881,human,10900303,Genistein,Isoflavonoids,270,?-glucuronidase and sulfatase,FALSE,TRUE,NA,NA,9,NA,NA,NA,NA,days,0,NA,15471,NA,nmol,SEM
2486,883,human,10900103,Daidzein,Isoflavonoids,254,?-glucuronidase and sulfatase,TRUE,TRUE,88302,NA,2,6,12,24,48,hours,0,NA,1,NA,µmol,NA
2486,883,human,10900103,Daidzein,Isoflavonoids,254,?-glucuronidase and sulfatase,TRUE,TRUE,88302,NA,6,NA,NA,NA,NA,hours,0,NA,6.5,NA,µmol,NA
2486,883,human,10900103,Daidzein,Isoflavonoids,254,?-glucuronidase and sulfatase,TRUE,TRUE,88302,NA,12,NA,NA,NA,NA,hours,0,NA,12.5,NA,µmol,NA
2486,883,human,10900103,Daidzein,Isoflavonoids,254,?-glucuronidase and sulfatase,TRUE,TRUE,88302,NA,24,NA,NA,NA,NA,hours,0,NA,15.5,NA,µmol,NA
2486,883,human,10900103,Daidzein,Isoflavonoids,254,?-glucuronidase and sulfatase,TRUE,TRUE,88302,NA,48,NA,NA,NA,NA,hours,0,NA,17,NA,µmol,NA
2487,884,human,10900103,Daidzein,Isoflavonoids,254,?-glucuronidase and sulfatase,TRUE,TRUE,88302,NA,2,6,12,24,48,hours,0,NA,5,NA,µmol,NA
2487,884,human,10900103,Daidzein,Isoflavonoids,254,?-glucuronidase and sulfatase,TRUE,TRUE,88302,NA,6,NA,NA,NA,NA,hours,0,NA,11,NA,µmol,NA
2487,884,human,10900103,Daidzein,Isoflavonoids,254,?-glucuronidase and sulfatase,TRUE,TRUE,88302,NA,12,NA,NA,NA,NA,hours,0,NA,17,NA,µmol,NA
2487,884,human,10900103,Daidzein,Isoflavonoids,254,?-glucuronidase and sulfatase,TRUE,TRUE,88302,NA,24,NA,NA,NA,NA,hours,0,NA,19,NA,µmol,NA
2487,884,human,10900103,Daidzein,Isoflavonoids,254,?-glucuronidase and sulfatase,TRUE,TRUE,88302,NA,48,NA,NA,NA,NA,hours,0,NA,21,NA,µmol,NA
2488,885,human,10900103,Daidzein,Isoflavonoids,254,?-glucuronidase and sulfatase,TRUE,TRUE,88302,NA,2,6,12,24,48,hours,0,NA,5,NA,µmol,NA
2488,885,human,10900103,Daidzein,Isoflavonoids,254,?-glucuronidase and sulfatase,TRUE,TRUE,88302,NA,6,NA,NA,NA,NA,hours,0,NA,11,NA,µmol,NA
2488,885,human,10900103,Daidzein,Isoflavonoids,254,?-glucuronidase and sulfatase,TRUE,TRUE,88302,NA,12,NA,NA,NA,NA,hours,0,NA,17,NA,µmol,NA
2488,885,human,10900103,Daidzein,Isoflavonoids,254,?-glucuronidase and sulfatase,TRUE,TRUE,88302,NA,24,NA,NA,NA,NA,hours,0,NA,19,NA,µmol,NA
2488,885,human,10900103,Daidzein,Isoflavonoids,254,?-glucuronidase and sulfatase,TRUE,TRUE,88302,NA,48,NA,NA,NA,NA,hours,0,NA,21,NA,µmol,NA
2492,883,human,10900303,Genistein,Isoflavonoids,270,?-glucuronidase and sulfatase,TRUE,TRUE,88304,NA,2,6,12,24,48,hours,0,NA,0.5,NA,µmol,NA
2492,883,human,10900303,Genistein,Isoflavonoids,270,?-glucuronidase and sulfatase,TRUE,TRUE,88304,NA,6,NA,NA,NA,NA,hours,0,NA,3,NA,µmol,NA
2492,883,human,10900303,Genistein,Isoflavonoids,270,?-glucuronidase and sulfatase,TRUE,TRUE,88304,NA,12,NA,NA,NA,NA,hours,0,NA,6,NA,µmol,NA
2492,883,human,10900303,Genistein,Isoflavonoids,270,?-glucuronidase and sulfatase,TRUE,TRUE,88304,NA,24,NA,NA,NA,NA,hours,0,NA,7.8,NA,µmol,NA
2492,883,human,10900303,Genistein,Isoflavonoids,270,?-glucuronidase and sulfatase,TRUE,TRUE,88304,NA,48,NA,NA,NA,NA,hours,0,NA,8.7,NA,µmol,NA
2493,884,human,10900303,Genistein,Isoflavonoids,270,?-glucuronidase and sulfatase,TRUE,TRUE,88304,NA,2,6,12,24,48,hours,0,NA,3.1,NA,µmol,NA
2493,884,human,10900303,Genistein,Isoflavonoids,270,?-glucuronidase and sulfatase,TRUE,TRUE,88304,NA,6,NA,NA,NA,NA,hours,0,NA,7.5,NA,µmol,NA
2493,884,human,10900303,Genistein,Isoflavonoids,270,?-glucuronidase and sulfatase,TRUE,TRUE,88304,NA,12,NA,NA,NA,NA,hours,0,NA,11,NA,µmol,NA
2493,884,human,10900303,Genistein,Isoflavonoids,270,?-glucuronidase and sulfatase,TRUE,TRUE,88304,NA,24,NA,NA,NA,NA,hours,0,NA,13.5,NA,µmol,NA
2493,884,human,10900303,Genistein,Isoflavonoids,270,?-glucuronidase and sulfatase,TRUE,TRUE,88304,NA,48,NA,NA,NA,NA,hours,0,NA,14.1,NA,µmol,NA
